node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
126,2,0,-0.9786354415194553,-1,0.33209473469137984,0.6973210349917884,-0.9604522986846581,1,1,0.0,0.0,0.0,9.0,0.39261064100769216,0.0,0.0,0.0,9.0,-0.9786354415194553,-1,2,0.6973210349917884
127,1,0,-0.974369159096018,-1,0.6271506863531473,0.8964307768370179,-0.9596612825566364,0,0,0.0,0.0,0.0,10.5,0.4486611759471448,0.0,0.0,0.0,10.5,-0.974369159096018,-1,1,0.8964307768370179
128,4,0,0.28939532737886764,1,0.5381139421817225,0.943921340088308,0.5217858968416353,1,1,0.0,0.0,0.0,10.0,0.5153231943043882,0.0,0.0,0.0,10.0,0.28939532737886764,1,4,0.943921340088308
129,3,0,0.001273925356128379,1,0.4973630469206859,0.81349570068012,0.0025478451991100405,0,0,0.0,0.0,0.0,11.0,0.4861095792465166,0.0,0.0,0.0,11.0,0.001273925356128379,1,3,0.81349570068012
130,0,0,0.030402978670849082,1,0.2331259740247883,0.6158094846936149,0.06073112741418331,1,1,0.0,0.0,0.0,10.0,0.3484321602336996,0.0,0.0,0.0,10.0,0.030402978670849082,1,0,0.6158094846936149
131,5,0,-0.949948843309561,-1,0.40896553007687375,0.7961405034227179,-0.9550456787208897,1,1,0.0,0.0,0.0,10.0,0.43659294918054964,0.0,0.0,0.0,10.0,-0.949948843309561,-1,5,0.7961405034227179
132,2,0,-0.9133744263870847,-1,0.7190601391463891,0.9914360834878335,-0.947030202588545,0,0,0.0,0.0,0.0,11.0,0.5186546052105948,0.0,0.0,0.0,11.0,-0.9133744263870847,-1,2,0.9914360834878335
133,3,0,0.7176400070461156,1,0.21853570222161933,0.3779869874339327,0.8927435555631406,0,0,0.0,0.0,0.0,4.5,0.3073513402221391,0.0,0.0,0.0,4.5,0.7176400070461156,1,3,0.3779869874339327
134,2,0,0.2588434542415895,1,0.4378617412188873,0.7074374808152852,0.4759127902660875,0,0,0.0,0.0,0.0,10.0,0.3907632740178993,0.0,0.0,0.0,10.0,0.2588434542415895,1,2,0.7074374808152852
135,7,0,0.09199609659543609,1,0.7670889726024637,1.0,0.1819436909711001,1,1,0.0,0.0,0.0,10.5,0.5616693672347711,0.0,0.0,0.0,10.5,0.09199609659543609,1,7,1.0
136,1,0,-0.9272802012088633,-1,0.2305284407270088,0.49749461063931355,-0.9503306501803711,0,0,0.0,0.0,0.0,9.5,0.2828406803401622,0.0,0.0,0.0,9.5,-0.9272802012088633,-1,1,0.49749461063931355
137,2,0,-0.9236997634382637,-1,0.6498234506267822,0.9498940703760693,-0.9494085886666168,0,0,0.0,0.0,0.0,11.0,0.5186546052105948,0.0,0.0,0.0,11.0,-0.9236997634382637,-1,2,0.9498940703760693
