node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
259,3,0,0.4284341373560133,1,0.7098381148407362,1.0,0.6946406080290205,1,1,0.0,0.0,0.0,9.0,0.5186546052105948,0.0,0.0,0.0,9.0,0.4284341373560133,1,3,1.0
260,1,0,-0.7722339545791046,-1,0.799297166572883,1.0,-0.9024375495650541,1,1,0.0,0.0,0.0,9.0,0.5186546052105948,0.0,0.0,0.0,9.0,-0.7722339545791046,-1,1,1.0
261,2,0,0.7802457636945906,1,0.33436739935637494,0.688378166716375,0.9155000505812211,1,1,0.0,0.0,0.0,8.5,0.32920046997546987,0.0,0.0,0.0,8.5,0.7802457636945906,1,2,0.688378166716375
262,4,0,0.3213232151381304,1,0.372135448138073,0.664200052298073,0.5666987827844219,0,0,0.0,0.0,0.0,10.5,0.41738780552883037,0.0,0.0,0.0,10.5,0.3213232151381304,1,4,0.664200052298073
263,3,0,0.33627462155406335,1,0.350259852039133,0.718140627719133,0.5866542706989045,1,1,0.0,0.0,0.0,8.5,0.4115660458472804,0.0,0.0,0.0,8.5,0.33627462155406335,1,3,0.718140627719133
264,3,0,0.009807765459056839,1,0.3577227992958696,0.6258845605758696,0.019613015488836916,0,0,0.0,0.0,0.0,10.0,0.3721983304431799,0.0,0.0,0.0,10.0,0.009807765459056839,1,3,0.6258845605758696
265,3,0,-0.6861404116817166,-1,0.5494668449236265,0.8576766113236266,-0.8587720502177705,0,0,0.0,0.0,0.0,9.5,0.5006394646369758,0.0,0.0,0.0,9.5,-0.6861404116817166,-1,3,0.8576766113236266
266,1,0,-0.7106913175762233,-1,0.796113513887506,1.0,-0.8722854910134054,1,1,0.0,0.0,0.0,10.0,0.4933220958903637,0.0,0.0,0.0,10.0,-0.7106913175762233,-1,1,1.0
267,4,0,0.14820386116482004,1,0.7941668522556529,1.0,0.28802175673301156,0,0,0.0,0.0,0.0,9.5,0.5504179383152993,0.0,0.0,0.0,9.5,0.14820386116482004,1,4,1.0
268,1,0,0.5080760597602277,1,0.5160639388173847,0.8285285480973846,0.7682946241595436,0,0,0.0,0.0,0.0,9.5,0.44726995649506013,0.0,0.0,0.0,9.5,0.5080760597602277,1,1,0.8285285480973846
269,1,0,0.011971399624099585,1,0.5834163261588043,0.9057278423188044,0.023938225166216475,1,1,0.0,0.0,0.0,6.0,0.500727671464851,0.0,0.0,0.0,6.0,0.011971399624099585,1,1,0.9057278423188044
270,1,0,-0.7687451508858905,-1,0.7159823262209637,1.0,-0.9018551071274556,1,1,0.0,0.0,0.0,7.5,0.5139748554261222,0.0,0.0,0.0,7.5,-0.7687451508858905,-1,1,1.0
271,0,0,0.2846435282092186,1,0.7597600750721032,0.995856045043262,0.5148354964484213,0,0,0.0,0.0,0.0,9.5,0.45016600268752216,0.0,0.0,0.0,9.5,0.2846435282092186,1,0,0.995856045043262
272,1,0,0.2798808212094615,1,0.32231637639772637,0.5518210419977264,0.507800559950164,0,0,0.0,0.0,0.0,6.5,0.339892629516312,0.0,0.0,0.0,6.5,0.2798808212094615,1,1,0.5518210419977264
273,1,0,0.17262218668678245,1,0.5171250373654718,0.8648124511254718,0.3321512841572095,1,1,0.0,0.0,0.0,10.5,0.4013295189752031,0.0,0.0,0.0,10.5,0.17262218668678245,1,1,0.8648124511254718
274,1,0,0.2609246172837439,1,0.6997022327969075,0.8867498556373067,0.4791259950882483,0,0,0.0,0.0,0.0,7.0,0.4562286136990605,0.0,0.0,0.0,7.0,0.2609246172837439,1,1,0.8867498556373067
275,3,0,-0.7170610062372029,-1,0.38192124598075505,0.6480272965407551,-0.8765081604131115,0,0,0.0,0.0,0.0,9.0,0.4016749618392404,0.0,0.0,0.0,9.0,-0.7170610062372029,-1,3,0.6480272965407551
276,1,0,-0.7541526113550625,-1,0.4638854254882801,0.7882639470882801,-0.8936792678135772,0,0,0.0,0.0,0.0,10.5,0.4373273325772327,0.0,0.0,0.0,10.5,-0.7541526113550625,-1,1,0.7882639470882801
277,5,0,-0.7606136969246491,-1,0.7913726609072049,1.0,-0.8971540934361771,1,1,0.0,0.0,0.0,9.5,0.5504179383152993,0.0,0.0,0.0,9.5,-0.7606136969246491,-1,5,1.0
278,2,0,-0.8662157274295565,-1,0.7910280180325227,1.0,-0.9348077707125206,1,1,0.0,0.0,0.0,10.5,0.5186546052105948,0.0,0.0,0.0,10.5,-0.8662157274295565,-1,2,1.0
279,2,0,0.1567987336531106,1,0.7436640864591091,1.0,0.30370630074375193,1,1,0.0,0.0,0.0,9.0,0.5186546052105948,0.0,0.0,0.0,9.0,0.1567987336531106,1,2,1.0
280,2,0,-0.6666119685156617,-1,0.6790690068968346,0.9464179657933411,-0.8461360095485821,0,0,0.0,0.0,0.0,10.0,0.495012065376821,0.0,0.0,0.0,10.0,-0.6666119685156617,-1,2,0.9464179657933411
281,1,0,-0.7266259122938566,-1,0.36147830043368345,0.7288836738736835,-0.8806754399885989,1,1,0.0,0.0,0.0,10.0,0.33342647249559604,0.0,0.0,0.0,10.0,-0.7266259122938566,-1,1,0.7288836738736835
282,2,0,-1.0,-1,0.3925100444403125,0.6809179241203125,-0.9640275800758169,0,0,0.0,0.0,0.0,10.0,0.3915042899461219,0.0,0.0,0.0,10.0,-1.0,-1,2,0.6809179241203125
