node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
286,1,0,0.10845154101995734,1,0.5820021679497838,0.8692013007698703,0.2135643561358678,0,0,0.0,0.0,0.0,8.0,0.4933220958903637,0.0,0.0,0.0,8.0,0.10845154101995734,1,1,0.8692013007698703
287,5,0,-0.9997737554707897,-1,0.44499381357979334,0.7760523455792695,-0.963991146259393,0,0,0.0,0.0,0.0,10.5,0.5046728953804531,0.0,0.0,0.0,10.5,-0.9997737554707897,-1,5,0.7760523455792695
288,3,0,0.9999431580306186,1,0.6495044943893198,1.0,0.9640181396647942,1,1,0.0,0.0,0.0,11.0,0.5365779348668462,0.0,0.0,0.0,11.0,0.9999431580306186,1,3,1.0
289,1,0,-0.9995560568068459,-1,0.4001299558870133,0.6926674549565954,-0.9639560544494388,0,0,0.0,0.0,0.0,10.5,0.37517933401285164,0.0,0.0,0.0,10.5,-0.9995560568068459,-1,1,0.6926674549565954
290,4,0,0.09528630935438655,1,0.39840619816781153,0.7493286098916188,0.18829858110301317,1,1,0.0,0.0,0.0,9.0,0.40579928221634065,0.0,0.0,0.0,9.0,0.09528630935438655,1,4,0.7493286098916188
291,4,0,0.9999783694259894,1,0.2763355771350968,0.5018563951748178,0.964024059342718,0,0,0.0,0.0,0.0,8.0,0.3485559385917978,0.0,0.0,0.0,8.0,0.9999783694259894,1,4,0.5018563951748178
292,1,0,0.9999363157183319,1,0.3132273260173516,0.5818070236837193,0.9640170676257778,0,0,0.0,0.0,0.0,10.0,0.31555066294138057,0.0,0.0,0.0,10.0,0.9999363157183319,1,1,0.5818070236837193
293,1,0,-0.9995826397292312,-1,0.7103125273528146,1.0,-0.9639605112248196,1,1,0.0,0.0,0.0,10.0,0.5186546052105948,0.0,0.0,0.0,10.0,-0.9995826397292312,-1,1,1.0
294,1,0,-0.9996161380599802,-1,0.467769403148265,0.7397705961355693,-0.9639657425648135,0,0,0.0,0.0,0.0,10.5,0.38208143492090924,0.0,0.0,0.0,10.5,-0.9996161380599802,-1,1,0.7397705961355693
295,2,0,-0.9995607581186978,-1,0.3367206719317003,0.6061514347057534,-0.9639566405063228,0,0,0.0,0.0,0.0,11.0,0.3482339201827784,0.0,0.0,0.0,11.0,-0.9995607581186978,-1,2,0.6061514347057534
