node,F_t,L,o_t,tau_t,tau_t1,s_t,Abar,A_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
259,8,0,-0.6408999143847546,10.0,10.0,-1,0.28753593186747095,0.6335745510630864,0,0,0.0,2.0,5.0,4.5,0.164385185602524,0.0,2.0,5.0,4.5,-0.6408999143847546,-1,8,0.6335745510630864
260,9,0,-1.0,10.0,10.0,-1,0.24753173064385847,0.549485876899027,0,0,0.0,1.0,6.0,2.5,0.15577545171748836,0.0,1.0,6.0,2.5,-1.0,-1,9,0.549485876899027
261,8,0,-1.0,10.0,10.0,-1,0.7743314895256039,1.0,0,0,0.0,0.0,3.5,4.0,0.2688050229391696,0.0,0.0,3.5,4.0,-1.0,-1,8,1.0
262,8,0,-1.0,10.0,10.0,-1,0.4554815338589474,0.7886272119023199,1,1,1.0,0.0,3.0,2.5,0.1701726584165579,1.0,0.0,3.0,2.5,-1.0,-1,8,0.7886272119023199
263,4,0,-1.0,10.0,10.0,-1,0.4103123869383907,0.7194496472565977,0,0,0.0,1.0,4.0,4.0,0.17683194582180342,0.0,1.0,4.0,4.0,-1.0,-1,4,0.7194496472565977
264,4,0,-0.9999573170344688,10.0,10.0,-1,0.4137818508609863,0.7456225926582292,0,0,0.0,1.0,4.0,5.5,0.17952781551549157,0.0,1.0,4.0,5.5,-0.9999573170344688,-1,4,0.7456225926582292
265,3,0,-1.0,10.0,10.0,-1,0.42736064688528325,0.8014645800017894,0,0,0.0,1.0,3.5,7.0,0.17643215130015372,0.0,1.0,3.5,7.0,-1.0,-1,3,0.8014645800017894
266,4,0,-1.0,10.0,10.0,-1,0.766998096736603,1.0,0,0,0.0,1.0,4.5,2.5,0.24092031521132712,0.0,1.0,4.5,2.5,-1.0,-1,4,1.0
267,4,0,-1.0,10.0,10.0,1,0.23762275244190553,0.6350670905270798,1,1,0.0,0.0,4.0,3.5,0.1628325160706389,0.0,0.0,4.0,3.5,-1.0,1,4,0.6350670905270798
268,6,0,-1.0,10.0,10.0,-1,0.2714367724293795,0.5549011899718688,0,0,0.0,1.0,5.0,2.5,0.1506712022856539,0.0,1.0,5.0,2.5,-1.0,-1,6,0.5549011899718688
269,13,0,-1.0,10.0,10.0,-1,0.6737909092891097,1.0,1,1,0.0,0.0,7.0,3.0,0.2630570378634295,0.0,0.0,7.0,3.0,-1.0,-1,13,1.0
270,0,0,-1.0,10.0,10.0,1,0.5296456948040833,0.8450177893246213,0,0,0.0,1.0,4.0,6.5,0.13268051317163168,0.0,1.0,4.0,6.5,-1.0,1,0,0.8450177893246213
271,5,0,-0.6613852163116639,10.0,10.0,-1,0.2771220547765712,0.6334263918793892,0,0,0.0,0.0,6.0,5.5,0.154482124799832,0.0,0.0,6.0,5.5,-0.6613852163116639,-1,5,0.6334263918793892
272,9,0,-1.0,10.0,10.0,-1,0.22067608206700184,0.5632826757473446,0,0,0.0,0.0,5.0,6.5,0.14989725735077936,0.0,0.0,5.0,6.5,-1.0,-1,9,0.5632826757473446
273,0,0,-1.0,10.0,10.0,-1,0.33454060896753646,0.6225262929963653,0,0,0.0,1.0,2.0,5.5,0.10230320857269258,0.0,1.0,2.0,5.5,-1.0,-1,0,0.6225262929963653
274,10,0,-0.7445452534010394,10.0,10.0,-1,0.3564864426261627,0.6582122689178895,0,0,0.0,1.0,5.0,3.5,0.18677785151095874,0.0,1.0,5.0,3.5,-0.7445452534010394,-1,10,0.6582122689178895
275,3,0,-1.0,10.0,10.0,-1,0.2085278177447852,0.5292579805704946,0,0,0.0,0.0,5.0,5.5,0.11975096099204414,0.0,0.0,5.0,5.5,-1.0,-1,3,0.5292579805704946
276,6,0,-1.0,10.0,10.0,-1,0.32965432300231606,0.6140315292075869,0,0,0.0,0.0,5.0,3.5,0.16514319771546063,0.0,0.0,5.0,3.5,-1.0,-1,6,0.6140315292075869
277,2,0,-0.6831666413115124,10.0,10.0,-1,0.6429913621714398,0.8814107832998509,0,0,0.0,0.0,1.5,4.5,0.214995039543158,0.0,0.0,1.5,4.5,-0.6831666413115124,-1,2,0.8814107832998509
278,3,0,-1.0,10.0,10.0,-1,0.7132602137822024,0.9279561282693215,0,0,0.0,1.0,4.0,1.0,0.23086623816251947,0.0,1.0,4.0,1.0,-1.0,-1,3,0.9279561282693215
279,7,0,-0.34991358846924064,10.0,10.0,-1,0.7389414978618307,1.0,1,1,0.0,1.0,4.0,5.0,0.21834332030706596,0.0,1.0,4.0,5.0,-0.34991358846924064,-1,7,1.0
280,2,0,-1.0,10.0,10.0,-1,0.43394841958612607,0.7588921362432888,0,0,1.0,0.0,8.0,3.0,0.1391948948708006,1.0,0.0,8.0,3.0,-1.0,-1,2,0.7588921362432888
281,6,0,-1.0,10.0,10.0,-1,0.3916482355421346,0.8175356824443745,1,1,0.0,0.0,3.0,4.5,0.25754355978649457,0.0,0.0,3.0,4.5,-1.0,-1,6,0.8175356824443745
282,9,0,-1.0,10.0,10.0,-1,0.7999165089247326,1.0,0,0,0.0,0.0,6.0,3.5,0.27401356318254483,0.0,0.0,6.0,3.5,-1.0,-1,9,1.0
283,1,0,-1.0,10.0,10.0,-1,0.6616042705529533,1.0,0,0,0.0,1.0,7.0,4.5,0.1965051194084449,0.0,1.0,7.0,4.5,-1.0,-1,1,1.0
284,2,0,-0.1447505253360096,10.0,10.0,1,0.5224112485445327,0.9404579196666851,1,1,0.0,1.0,6.0,3.5,0.1432628959832217,0.0,1.0,6.0,3.5,-0.1447505253360096,1,2,0.9404579196666851
285,2,0,-0.9997955694194222,10.0,10.0,-1,0.352862859613638,0.6934935959445785,0,0,0.0,1.0,4.0,6.5,0.14095804530511624,0.0,1.0,4.0,6.5,-0.9997955694194222,-1,2,0.6934935959445785
286,3,0,-1.0,10.0,10.0,-1,0.39278327173106287,0.8663167075128396,1,1,0.0,0.0,7.0,6.5,0.15505180124191215,0.0,0.0,7.0,6.5,-1.0,-1,3,0.8663167075128396
287,4,0,-1.0,10.0,10.0,-1,0.5092186092976323,0.7778491769322304,0,0,0.0,0.0,5.0,2.5,0.20388144004084974,0.0,0.0,5.0,2.5,-1.0,-1,4,0.7778491769322304
288,4,0,-0.6755743330322537,10.0,10.0,-1,0.5252497518744504,0.8325276380942935,0,0,1.0,0.0,7.0,2.5,0.19318587881803548,1.0,0.0,7.0,2.5,-0.6755743330322537,-1,4,0.8325276380942935
289,4,0,-1.0,10.0,10.0,-1,0.2082071865642067,0.5866307300545678,0,0,0.0,2.0,7.0,4.5,0.12455754097485305,0.0,2.0,7.0,4.5,-1.0,-1,4,0.5866307300545678
290,9,0,-0.7736632150069024,10.0,10.0,-1,0.7756400511628847,1.0,0,0,0.0,1.0,4.5,2.5,0.27401356318254483,0.0,1.0,4.5,2.5,-0.7736632150069024,-1,9,1.0
291,3,0,-1.0,10.0,10.0,-1,0.5453637484109382,0.9269944037764748,0,0,0.0,1.0,4.0,6.5,0.23068742273719622,0.0,1.0,4.0,6.5,-1.0,-1,3,0.9269944037764748
292,4,0,-1.0,10.0,10.0,-1,0.55349494664548,0.810441540524896,0,0,0.0,0.0,2.5,4.5,0.20831867489338468,0.0,0.0,2.5,4.5,-1.0,-1,4,0.810441540524896
293,3,0,-0.07895673692966468,10.0,10.0,1,0.32688268025229156,0.5599753403548163,0,0,0.0,1.0,2.5,2.5,0.13990001986392112,0.0,1.0,2.5,2.5,-0.07895673692966468,1,3,0.5599753403548163
294,2,0,0.4409438215830887,10.0,10.0,-1,0.6589923072807489,0.916816799614781,0,0,0.0,0.0,4.5,3.5,0.20441091684680832,0.0,0.0,4.5,3.5,0.4409438215830887,-1,2,0.916816799614781
295,7,0,-0.25291527100858124,10.0,10.0,-1,0.6423587120551058,0.8369543290264951,0,0,0.0,0.0,1.5,2.5,0.2557429457165247,0.0,0.0,1.5,2.5,-0.25291527100858124,-1,7,0.8369543290264951
296,4,0,-0.2418053825760955,9.925734230654292,9.925734230654292,1,0.25709478404285846,0.6646931893539006,1,1,0.0,2.0,2.5,2.5,0.14574347260954654,0.0,2.0,2.5,2.5,-0.2418053825760955,1,4,0.6646931893539006
297,2,0,-1.0,10.0,10.0,-1,0.5569966233559522,1.0,1,1,0.0,1.0,6.5,5.5,0.21269197821494082,0.0,1.0,6.5,5.5,-1.0,-1,2,1.0
298,4,0,-1.0,10.0,10.0,-1,0.5949162471979279,0.9157296476462595,0,0,0.0,1.0,4.0,4.5,0.23991766245402404,0.0,1.0,4.0,4.5,-1.0,-1,4,0.9157296476462595
299,8,0,-1.0,10.0,10.0,-1,0.7013409047443264,0.9408045428465959,0,0,0.0,0.0,2.5,4.5,0.2688050229391696,0.0,0.0,2.5,4.5,-1.0,-1,8,0.9408045428465959
300,3,0,-1.0,10.0,10.0,-1,0.3236547073506264,0.5577058222506861,0,0,0.0,1.0,3.0,1.5,0.15089252763123792,0.0,1.0,3.0,1.5,-1.0,-1,3,0.5577058222506861
301,3,0,-1.0,10.0,10.0,-1,0.7265808780838436,1.0,0,0,0.0,2.0,3.5,4.5,0.23086623816251947,0.0,2.0,3.5,4.5,-1.0,-1,3,1.0
302,10,0,-1.0,10.0,10.0,-1,0.47688864302455747,0.800608302336463,0,0,0.0,1.0,5.0,6.5,0.19381827994455483,0.0,1.0,5.0,6.5,-1.0,-1,10,0.800608302336463
303,6,0,-1.0,10.0,10.0,-1,0.2579141715833869,0.5954740933271772,0,0,0.0,1.0,5.5,4.5,0.14427136491561163,0.0,1.0,5.5,4.5,-1.0,-1,6,0.5954740933271772
304,9,0,-0.5642665312568625,10.0,10.0,-1,0.2633727329065256,0.5184581371465411,0,0,0.0,0.0,4.5,2.5,0.15546067591824128,0.0,0.0,4.5,2.5,-0.5642665312568625,-1,9,0.5184581371465411
305,6,0,-1.0,10.0,10.0,-1,0.3186826722039018,0.5363093848456705,0,0,0.0,0.0,2.5,3.5,0.14671853430154752,0.0,0.0,2.5,3.5,-1.0,-1,6,0.5363093848456705
306,3,0,-1.0,10.0,10.0,1,0.36965042359118516,0.7882458903673695,1,1,0.0,0.0,3.5,6.5,0.1661711658542712,0.0,0.0,3.5,6.5,-1.0,1,3,0.7882458903673695
307,2,0,-0.08117620088759847,10.0,10.0,-1,0.49784348267587986,0.7993406220234949,0,0,0.0,0.0,5.0,4.5,0.17617337120875076,0.0,0.0,5.0,4.5,-0.08117620088759847,-1,2,0.7993406220234949
308,5,0,-1.0,10.0,10.0,-1,0.649250718646736,0.9062299002493795,1,0,0.0,0.0,3.5,3.5,0.24656770816078877,0.0,0.0,3.5,3.5,-1.0,-1,5,0.9062299002493795
309,4,0,-0.5007397210678958,10.0,10.0,-1,0.3120355412116594,0.5611616523660751,0,0,1.0,0.0,2.5,2.0,0.1525280733043925,1.0,0.0,2.5,2.0,-0.5007397210678958,-1,4,0.5611616523660751
310,3,0,-1.0,10.0,10.0,-1,0.7955910766997221,0.9973546460198333,0,0,0.0,0.0,5.0,2.5,0.23086623816251947,0.0,0.0,5.0,2.5,-1.0,-1,3,0.9973546460198333
311,11,0,-0.6454294279148904,10.0,10.0,-1,0.29691315906218757,0.6317996483520777,1,1,0.0,0.0,3.0,3.0,0.16671453588036583,0.0,0.0,3.0,3.0,-0.6454294279148904,-1,11,0.6317996483520777
312,4,0,-0.34863737506418446,10.0,10.0,-1,0.5596267806332885,1.0,1,1,0.0,2.0,4.0,4.5,0.2630570378634295,0.0,2.0,4.0,4.5,-0.34863737506418446,-1,4,1.0
313,5,0,-0.26194374486334665,10.0,10.0,-1,0.757364261522804,0.9544185569136824,1,0,0.0,0.0,4.0,2.0,0.24935408663733236,0.0,0.0,4.0,2.0,-0.26194374486334665,-1,5,0.9544185569136824
314,3,0,-0.16603454448157087,10.0,10.0,1,0.6995044537260964,0.9597026722356579,0,0,0.0,0.0,4.5,3.5,0.23086623816251947,0.0,0.0,4.5,3.5,-0.16603454448157087,1,3,0.9597026722356579
315,5,0,-1.0,10.0,10.0,-1,0.588733520997896,0.921874984597575,0,0,1.0,0.0,5.0,4.5,0.239904490353143,1.0,0.0,5.0,4.5,-1.0,-1,5,0.921874984597575
316,2,0,-0.1378167415891487,10.0,10.0,1,0.6292957980745392,0.9442258256438311,0,0,0.0,1.0,3.0,5.5,0.20826270231753236,0.0,1.0,3.0,5.5,-0.1378167415891487,1,2,0.9442258256438311
317,7,0,-0.999625049663459,10.0,10.0,1,0.2805233760232186,0.5942404316547533,0,0,0.0,0.0,3.5,4.5,0.17603129074898152,0.0,0.0,3.5,4.5,-0.999625049663459,1,7,0.5942404316547533
318,7,0,-1.0,10.0,10.0,-1,0.20579783225614895,0.6386644033830815,0,0,1.0,0.0,7.0,5.5,0.16913024566005613,1.0,0.0,7.0,5.5,-1.0,-1,7,0.6386644033830815
319,12,0,-1.0,10.0,10.0,-1,0.4604892706162237,0.6964607194563139,0,0,0.0,1.0,3.5,2.5,0.20456384595434302,0.0,1.0,3.5,2.5,-1.0,-1,12,0.6964607194563139
320,4,0,-1.0,10.0,10.0,-1,0.2537113558029819,0.5393454393710515,0,0,0.0,1.0,4.0,3.0,0.13757170876596278,0.0,1.0,4.0,3.0,-1.0,-1,4,0.5393454393710515
321,7,0,-0.9779823584017104,10.0,10.0,-1,0.41465153714769465,0.7633319469390347,0,0,0.0,0.0,6.5,4.5,0.1954930142554812,0.0,0.0,6.5,4.5,-0.9779823584017104,-1,7,0.7633319469390347
322,4,0,-1.0,10.0,10.0,-1,0.3342456761418426,0.6444547608934836,0,0,0.0,0.0,3.0,7.5,0.1467831480653083,0.0,0.0,3.0,7.5,-1.0,-1,4,0.6444547608934836
323,7,0,-1.0,10.0,10.0,1,0.7498080334284456,1.0,0,0,0.0,1.0,7.0,2.5,0.2630570378634295,0.0,1.0,7.0,2.5,-1.0,1,7,1.0
324,9,0,-1.0,10.0,10.0,1,0.7280335994048346,1.0,0,0,1.0,0.0,3.5,6.5,0.27401356318254483,1.0,0.0,3.5,6.5,-1.0,1,9,1.0
325,5,0,-1.0,10.0,10.0,-1,0.6913657091186052,1.0,1,1,0.0,1.0,5.5,5.5,0.24092031521132712,0.0,1.0,5.5,5.5,-1.0,-1,5,1.0
326,2,0,-0.8455554813606775,10.0,10.0,-1,0.6283665790483925,0.8558279264006499,0,0,0.0,0.0,3.0,2.5,0.21742921613035504,0.0,0.0,3.0,2.5,-0.8455554813606775,-1,2,0.8558279264006499
327,3,0,-1.0,10.0,10.0,-1,0.2924431574624162,0.6412297593124096,0,0,0.0,1.0,4.0,4.5,0.1641746310099968,0.0,1.0,4.0,4.5,-1.0,-1,3,0.6412297593124096
328,7,0,-1.0,10.0,10.0,-1,0.22902045571949095,0.5734057537966896,0,0,0.0,2.0,4.0,4.5,0.1573380819595654,0.0,2.0,4.0,4.5,-1.0,-1,7,0.5734057537966896
329,5,0,-0.5131951022801153,10.0,10.0,-1,0.5923327147128156,0.8953996288276894,0,0,0.0,0.0,4.5,3.5,0.24935408663733236,0.0,0.0,4.5,3.5,-0.5131951022801153,-1,5,0.8953996288276894
330,1,0,-1.0,10.0,10.0,-1,0.5853548823050596,0.8681297973180502,0,0,0.0,0.0,5.0,3.5,0.18533872761425926,0.0,0.0,5.0,3.5,-1.0,-1,1,0.8681297973180502
331,3,0,-1.0,10.0,10.0,-1,0.42165457085268865,0.7277254466379682,0,0,0.0,0.0,4.5,4.5,0.16978817601821866,0.0,0.0,4.5,4.5,-1.0,-1,3,0.7277254466379682
332,1,0,-1.0,10.0,10.0,-1,0.48361199986135833,0.8438462122589319,0,0,0.0,1.0,5.0,6.5,0.15773774114460318,0.0,1.0,5.0,6.5,-1.0,-1,1,0.8438462122589319
333,1,0,-0.07218970786220447,10.0,10.0,-1,0.4934896329427937,0.8547586640435787,1,1,0.0,0.0,4.0,3.5,0.174890657640513,0.0,0.0,4.0,3.5,-0.07218970786220447,-1,1,0.8547586640435787
334,6,0,-1.0,10.0,10.0,-1,0.3439568796479039,0.727757643250614,1,1,0.0,0.0,3.5,4.5,0.16303268558071815,0.0,0.0,3.5,4.5,-1.0,-1,6,0.727757643250614
335,5,0,-1.0,10.0,10.0,-1,0.3884999671445516,0.6682218574679031,0,0,0.0,1.0,2.5,4.5,0.1716452460686667,0.0,1.0,2.5,4.5,-1.0,-1,5,0.6682218574679031
336,4,0,-1.0,10.0,10.0,-1,0.451033732798101,0.8415627671476411,1,0,0.0,1.0,4.0,8.5,0.18871229342758578,0.0,1.0,4.0,8.5,-1.0,-1,4,0.8415627671476411
337,6,0,-1.0,10.0,10.0,-1,0.5619074179469539,0.9329017498736465,1,1,0.0,0.0,3.0,3.5,0.2151023979305828,0.0,0.0,3.0,3.5,-1.0,-1,6,0.9329017498736465
338,1,0,-1.0,10.0,10.0,-1,0.7734915236104356,1.0,0,0,0.0,0.0,8.0,5.5,0.20153739223931602,0.0,0.0,8.0,5.5,-1.0,-1,1,1.0
339,3,0,0.43762203438873176,10.0,10.0,1,0.5230907657114241,0.8083740835045586,1,0,0.0,1.0,3.5,3.5,0.1965357881146007,0.0,1.0,3.5,3.5,0.43762203438873176,1,3,0.8083740835045586
340,11,0,-1.0,10.0,10.0,-1,0.638698345725921,1.0,1,1,0.0,1.0,6.0,1.5,0.256636883147566,0.0,1.0,6.0,1.5,-1.0,-1,11,1.0
341,3,0,-0.9817021297367748,10.0,10.0,1,0.6842006614373319,1.0,0,0,0.0,0.0,7.0,6.5,0.23086623816251947,0.0,0.0,7.0,6.5,-0.9817021297367748,1,3,1.0
342,7,0,-1.0,10.0,10.0,-1,0.2681048727851322,0.5770116674107776,0,0,0.0,0.0,4.5,4.5,0.15743073778402175,0.0,0.0,4.5,4.5,-1.0,-1,7,0.5770116674107776
343,6,0,-1.0,10.0,10.0,1,0.5918748005323646,0.9931748324471863,0,0,0.0,0.0,5.0,8.5,0.25496637494478647,0.0,0.0,5.0,8.5,-1.0,1,6,0.9931748324471863
344,3,0,-1.0,10.0,10.0,-1,0.48926643215265475,0.7835990664109564,0,0,0.0,0.0,5.5,3.5,0.17971936365973568,0.0,0.0,5.5,3.5,-1.0,-1,3,0.7835990664109564
345,9,0,-1.0,10.0,10.0,-1,0.5434585653487354,0.8792753738078763,0,0,0.0,0.0,4.5,4.5,0.26796878217340037,0.0,0.0,4.5,4.5,-1.0,-1,9,0.8792753738078763
346,4,0,-0.14817783593686315,10.0,10.0,1,0.22305016146142675,0.6106961496695233,0,0,0.0,2.0,4.5,6.5,0.13218876460454007,0.0,2.0,4.5,6.5,-0.14817783593686315,1,4,0.6106961496695233
347,9,0,-1.0,10.0,10.0,-1,0.7437294419284313,1.0,0,0,0.0,0.0,5.0,5.5,0.27401356318254483,0.0,0.0,5.0,5.5,-1.0,-1,9,1.0
348,5,0,-1.0,10.0,10.0,-1,0.7716704897452702,1.0,0,0,0.0,0.0,7.0,5.5,0.24935408663733236,0.0,0.0,7.0,5.5,-1.0,-1,5,1.0
349,1,0,-1.0,10.0,10.0,1,0.20208915421076706,0.5023929705649567,0,0,0.0,0.0,4.0,5.5,0.10141634335211178,0.0,0.0,4.0,5.5,-1.0,1,1,0.5023929705649567
350,5,0,-1.0,10.0,10.0,-1,0.32767495522490653,0.6985155704118108,1,1,0.0,1.0,4.0,4.5,0.14022017840742967,0.0,1.0,4.0,4.5,-1.0,-1,5,0.6985155704118108
351,1,0,-1.0,10.0,10.0,-1,0.30811650422537,0.6936826046809951,1,1,0.0,0.0,5.0,3.5,0.14956926619345673,0.0,0.0,5.0,3.5,-1.0,-1,1,0.6936826046809951
352,14,0,-0.6691093641035157,10.0,10.0,-1,0.6687827103679109,1.0,0,0,0.0,0.0,6.0,5.5,0.29463305631356923,0.0,0.0,6.0,5.5,-0.6691093641035157,-1,14,1.0
353,3,0,-1.0,10.0,10.0,1,0.5588480354670922,0.802416046510484,0,0,0.0,0.0,3.5,2.5,0.205634412696623,0.0,0.0,3.5,2.5,-1.0,1,3,0.802416046510484
354,10,0,-1.0,10.0,10.0,1,0.3064001979780391,0.7125334941565903,1,1,0.0,1.0,5.0,3.5,0.1728969506302846,0.0,1.0,5.0,3.5,-1.0,1,10,0.7125334941565903
355,9,0,-1.0,10.0,10.0,-1,0.6883825731913163,1.0,0,0,0.0,0.0,9.0,4.5,0.27401356318254483,0.0,0.0,9.0,4.5,-1.0,-1,9,1.0
356,0,0,0.4349574643961471,10.0,10.0,1,0.41208492308344913,0.7567094733039441,0,0,0.0,1.0,7.0,5.5,0.10551106891128453,0.0,1.0,7.0,5.5,0.4349574643961471,1,0,0.7567094733039441
357,2,0,-1.0,10.0,10.0,-1,0.47651412577586144,0.8854715330866016,0,0,0.0,1.0,8.0,4.5,0.18887861309536605,0.0,1.0,8.0,4.5,-1.0,-1,2,0.8854715330866016
358,3,0,-1.0,10.0,10.0,-1,0.4323839631923873,0.71491277127055,1,0,0.0,0.0,4.0,4.5,0.17026424929583298,0.0,0.0,4.0,4.5,-1.0,-1,3,0.71491277127055
359,1,0,-0.4292911258428686,10.0,10.0,-1,0.5128281238647378,0.8649604313822254,0,0,0.0,0.0,6.0,5.5,0.1723551165634779,0.0,0.0,6.0,5.5,-0.4292911258428686,-1,1,0.8649604313822254
360,3,0,-1.0,10.0,10.0,1,0.4880854812972353,0.7638536304207134,0,0,0.0,0.0,2.5,5.5,0.18035918598682069,0.0,0.0,2.5,5.5,-1.0,1,3,0.7638536304207134
361,2,0,-0.3029697501389312,10.0,10.0,-1,0.36475040159746563,0.7817926074892356,0,0,0.0,0.0,6.5,5.5,0.17768572110057848,0.0,0.0,6.5,5.5,-0.3029697501389312,-1,2,0.7817926074892356
362,4,0,-1.0,10.0,10.0,-1,0.4547336224963042,0.6883514970841981,0,0,0.0,0.0,4.0,2.5,0.1783100030288925,0.0,0.0,4.0,2.5,-1.0,-1,4,0.6883514970841981
363,6,0,-0.5356198339336248,10.0,10.0,-1,0.7450022899125801,1.0,1,0,0.0,1.0,4.0,4.5,0.25219870800872174,0.0,1.0,4.0,4.5,-0.5356198339336248,-1,6,1.0
364,11,0,-1.0,10.0,10.0,-1,0.5017364818875472,0.8131427003130186,0,0,0.0,1.0,3.0,3.0,0.2760141556424316,0.0,1.0,3.0,3.0,-1.0,-1,11,0.8131427003130186
365,8,0,-1.0,10.0,10.0,1,0.7498318462534255,1.0,0,0,0.0,1.0,5.0,6.5,0.2688050229391696,0.0,1.0,5.0,6.5,-1.0,1,8,1.0
366,7,0,-1.0,10.0,10.0,1,0.5300762286907788,0.7963990350969935,0,0,0.0,1.0,4.0,2.5,0.22836793223452956,0.0,1.0,4.0,2.5,-1.0,1,7,0.7963990350969935
367,1,0,-1.0,10.0,10.0,-1,0.6612903759584954,0.9167742255750972,0,0,0.0,0.0,2.5,4.5,0.20153739223931602,0.0,0.0,2.5,4.5,-1.0,-1,1,0.9167742255750972
368,6,0,-1.0,10.0,10.0,-1,0.3761547857958278,0.6665427060710841,0,0,0.0,1.0,5.0,3.5,0.16802379881759133,0.0,1.0,5.0,3.5,-1.0,-1,6,0.6665427060710841
369,4,0,-0.640501583720796,10.0,10.0,-1,0.6742480940266449,0.8845488564159869,0,0,0.0,0.0,0.0,4.5,0.24092031521132712,0.0,0.0,0.0,4.5,-0.640501583720796,-1,4,0.8845488564159869
370,2,0,-1.0,10.0,10.0,-1,0.35859296779099137,0.6261111351668026,0,0,0.0,0.0,3.0,5.5,0.13516437464791345,0.0,0.0,3.0,5.5,-1.0,-1,2,0.6261111351668026
371,4,0,-0.7652589934450537,10.0,10.0,-1,0.21172998298578383,0.5174598486923114,0,0,0.0,1.0,3.0,5.5,0.11912502233369326,0.0,1.0,3.0,5.5,-0.7652589934450537,-1,4,0.5174598486923114
372,2,0,-0.9589607159762459,10.0,10.0,1,0.29643736590661585,0.5842188172590244,0,0,0.0,1.0,5.5,2.5,0.12273913629721026,0.0,1.0,5.5,2.5,-0.9589607159762459,1,2,0.5842188172590244
373,3,0,-1.0,10.0,10.0,-1,0.21299172501922212,0.6018668740386794,0,0,0.0,0.0,9.0,4.5,0.12454211289947908,0.0,0.0,9.0,4.5,-1.0,-1,3,0.6018668740386794
374,1,0,-1.0,10.0,10.0,1,0.7682375851348573,1.0,1,0,0.0,1.0,4.5,3.5,0.20153739223931602,0.0,1.0,4.5,3.5,-1.0,1,1,1.0
375,3,0,-1.0,10.0,10.0,-1,0.7999862122506167,1.0,1,1,0.0,0.0,5.0,2.0,0.24935408663733236,0.0,0.0,5.0,2.0,-1.0,-1,3,1.0
376,6,0,-0.8085402092317147,10.0,10.0,-1,0.6573381581717124,1.0,1,1,0.0,3.0,5.5,3.5,0.2688050229391696,0.0,3.0,5.5,3.5,-0.8085402092317147,-1,6,1.0
377,3,0,0.8100462355878978,10.0,10.0,1,0.2648768982509526,0.5768355710028975,0,0,0.0,1.0,5.5,3.5,0.12643723467830587,0.0,1.0,5.5,3.5,0.8100462355878978,1,3,0.5768355710028975
378,6,0,-1.0,10.0,10.0,-1,0.7393672761995898,0.9636203657197538,0,0,0.0,0.0,4.5,2.5,0.256636883147566,0.0,0.0,4.5,2.5,-1.0,-1,6,0.9636203657197538
379,5,0,-0.498247369710989,10.0,10.0,-1,0.6462657099596627,0.8914813077846954,0,0,0.0,0.0,4.5,2.0,0.23589621829455945,0.0,0.0,4.5,2.0,-0.498247369710989,-1,5,0.8914813077846954
380,1,0,0.8543636132336854,10.0,10.0,1,0.39934670924125276,0.6868571790432777,0,0,1.0,0.0,4.0,3.5,0.1425717629812769,1.0,0.0,4.0,3.5,0.8543636132336854,1,1,0.6868571790432777
381,1,0,-1.0,10.0,10.0,-1,0.5013667470853593,0.8110182362198312,0,0,0.0,0.0,6.0,3.5,0.16786684992109763,0.0,0.0,6.0,3.5,-1.0,-1,1,0.8110182362198312
382,4,0,-0.7878687450647543,10.0,10.0,-1,0.5970556047571813,0.9182333628543088,0,0,0.0,0.0,5.5,3.0,0.24092031521132712,0.0,0.0,5.5,3.0,-0.7878687450647543,-1,4,0.9182333628543088
383,8,0,-0.7864187277915811,10.0,10.0,-1,0.21443028540396275,0.5266269241538997,0,0,0.0,0.0,9.0,2.5,0.12899944999546178,0.0,0.0,9.0,2.5,-0.7864187277915811,-1,8,0.5266269241538997
384,5,0,-1.0,10.0,10.0,-1,0.5009245472599371,0.8312658701456145,0,0,1.0,1.0,2.5,5.5,0.21017680780716827,1.0,1.0,2.5,5.5,-1.0,-1,5,0.8312658701456145
385,7,0,-1.0,10.0,10.0,1,0.6394372599529912,1.0,1,1,0.0,0.0,4.5,4.5,0.28725310187007,0.0,0.0,4.5,4.5,-1.0,1,7,1.0
386,4,0,-1.0,10.0,10.0,-1,0.3129352231377997,0.6822230150615105,0,0,0.0,2.0,5.0,4.0,0.16485183429089065,0.0,2.0,5.0,4.0,-1.0,-1,4,0.6822230150615105
387,8,0,-0.8631761775199777,10.0,10.0,-1,0.4662743440875999,0.8038681271743983,0,0,0.0,1.0,4.5,2.5,0.2549796087724077,0.0,1.0,4.5,2.5,-0.8631761775199777,-1,8,0.8038681271743983
388,5,0,-1.0,10.0,10.0,-1,0.51951807751096,0.8287582123972479,0,0,0.0,0.0,7.0,4.5,0.18613125848424467,0.0,0.0,7.0,4.5,-1.0,-1,5,0.8287582123972479
389,1,0,-0.9569854035839394,10.0,10.0,-1,0.6413392231755395,0.9888626977174124,0,0,0.0,1.0,6.0,5.5,0.19024069427056534,0.0,1.0,6.0,5.5,-0.9569854035839394,-1,1,0.9888626977174124
390,3,0,-0.9722001441433569,10.0,10.0,-1,0.7786722264758645,0.9872033358855187,1,0,1.0,0.0,1.5,4.5,0.23086623816251947,1.0,0.0,1.5,4.5,-0.9722001441433569,-1,3,0.9872033358855187
